source,error,item
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","52.069558616016 -0.72425492919499 Milton Keynes United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","51.77683483523 -0.8032557975996 Buckinghamshire United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","52.07677583331 -0.44413453617674 Bedfordshire United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","51.826386390341 -0.20659594565143 Hertfordshire United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","51.346100191337 -2.4758218165829 Bath and North East Somerset United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","51.452229080582 -2.6035089794117 Bristol United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","51.38552764206 -2.7992334748955 North Somerset United Kingdom North West Somerset "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","51.532268686157 -2.4476588746671 South Gloucestershire United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","51.099604098121 -2.9317927305641 Somerset United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","50.767760047244 -3.8114255576514 Devon United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","51.44655170495 -1.0697960971494 Berkshire United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","50.735734252521 -1.8775770902578 Bournemouth United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","50.809663200137 -2.3142783617634 Dorset United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","50.736727854775 -1.9646104651751 Poole United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","52.333631463975 0.039899335682835 Cambridgeshire United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","53.752878028892 -0.37826920765795 Kingston upon Hull United Kingdom Hull "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","53.536010652841 -0.13099078892095 North East Lincolnshire United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","53.588733183324 -0.58250309702352 North Lincolnshire United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","52.888962426478 -1.4680923795822 Derby United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","53.128244568641 -1.6045962332309 Derbyshire United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","51.537761536396 0.13708187491398 Barking and Dagenham United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","51.456087631082 0.14676303604871 Bexley United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","51.553701982956 -0.25802595466664 Brent United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","51.368019851153 0.058595145815124 Bromley United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","51.539993832062 -0.14535158281487 Camden United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","51.35111300499 -0.08098271868268 Croydon United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","51.516983692678 -0.32086084876143 Ealing United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","51.629447804234 -0.14811483236128 Enfield United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","51.469220768194 0.054223624290245 Greenwich United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","51.493967463736 -0.21397057978847 Hammersmith and Fulham United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","51.464113386583 -0.35850398084083 Hounslow United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","51.541497393503 -0.09849234185381 Islington United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","51.4955302341 -0.18205682038752 Kensington and Chelsea United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","51.407253167792 -0.18758301453209 Merton United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","51.584068407701 0.082035978377125 Redbridge United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","51.439996884334 -0.30249768023289 Richmond upon Thames United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","51.358411901639 -0.17062776979216 Sutton United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","51.511643195207 -0.025341269829827 Tower Hamlets United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","51.592871808774 -0.0061331190296205 Waltham Forest United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","51.451017461354 -0.17819967314164 Wandsworth United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","51.510531233451 -0.15589645835624 Westminster United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","53.10692872431 -0.24384432805305 Lincolnshire United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","54.608899343777 -5.957426338121 Belfast United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","54.945658689537 -7.2146929247191 Derry United Kingdom Londonderry "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","54.588718556872 -7.2731934606283 Omagh United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","54.320256933465 -6.6296110109015 Armagh United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","54.332725160384 -6.1683590499543 Banbridge United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","54.482773009306 -6.3874108333216 Craigavon United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","54.456654467478 -6.9309685861525 Dungannon United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","54.504053691966 -6.080797799535 Lisburn United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","54.641351538838 -6.7096327210558 Ulster United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","54.697210293045 -6.2601678854628 Antrim United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","54.811635215498 -6.6747931932746 Magherafelt United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","54.887493764623 -6.2448817086741 Ballymena United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","54.87504258016 -5.9105073894915 Larne United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","54.739806397676 -5.8157628170279 Carrickfergus United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","54.72019318604 -5.9753079361197 Newtownabbey United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","54.646432146631 -5.7159431098104 North Down United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","55.067508749151 -6.6847197917928 Coleraine United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","55.045879558352 -6.4251467680702 Ballymoney United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","54.988767228488 -6.9389574588552 Limavady United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","54.551862718924 -5.8483029054575 Castlereagh United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","53.186314659446 -2.5137279178295 Cheshire United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","50.403656927953 -4.8299294461234 Cornwall United Kingdom Cornouailles Cornovaglia Cornualha Cornualles Cornwall and Isles of Scilly "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","51.653322049334 -3.1935520534919 Caerphilly United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","51.739288631235 -3.3576622356388 Merthyr Tydfil United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","51.640179364856 -3.4174869560051 Rhondda, Cynon, Taff United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","51.507468904524 -3.1827942545691 Cardiff United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","51.640575179728 -4.045857117338 Swansea United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","53.941185832049 -1.0758771314577 York United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","52.722231079853 -2.4731733613771 Telford and Wrekin United Kingdom The Wrekin, Wrekin "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","53.694868004565 -2.4522146903181 Blackburn with Darwen United Kingdom Blackburn, Blackburn and Darwen "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","53.868193500923 -0.48830897468345 East Riding of Yorkshire United Kingdom East Riding, East Yorkshire "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","52.961843826096 -3.0566913847573 Wrexham United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","53.132195075343 -3.7318445803946 Conwy United Kingdom Aberconwy and Colwyn "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","51.76711808432 -3.1862157758938 Blaenau Gwent United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","51.698227360326 -3.0446940146495 Torfaen United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","54.759131515954 -7.4309776366664 Strabane United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","54.518778415825 -5.6086911271228 Ards United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","55.077097617343 -3.9524348999023 Dumfries and Galloway United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","54.591885297498 -2.8938151330669 Cumbria United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","50.398004323353 -4.1166329214238 Plymouth United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","50.449523813355 -3.5684034930661 Torbay United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","51.80697880882 0.56108541664567 Essex United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","52.213765597361 1.0657985869249 Suffolk United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","52.664157903733 0.9629401690588 Norfolk United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","50.840020626177 -0.11429982685458 Brighton and Hove United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","51.559701238394 0.22770222373774 Havering United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","51.504426205866 0.36808554281607 Thurrock United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","50.942312505389 0.28044432532997 East Sussex United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","51.409492484848 0.57454287303947 Medway United Kingdom Medway Towns "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","51.550199741846 0.72072975640712 Southend-on-Sea United Kingdom Southend "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","59.027551181044 -3.0449823008124 Moray United Kingdom Elgin "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","56.109242004359 -5.4523272541328 Argyll and Bute United Kingdom Earra-Ghaidheal agus Bòd "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","60.377480473137 -1.2404301573331 Shetland Islands United Kingdom Aberdeen City "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","50.955882298523 -0.48445585399303 West Sussex United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","52.300255230249 -0.85284237082548 Northamptonshire United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","51.76063275626 -1.3125284063263 Oxfordshire United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","51.874420701108 -0.40808111219151 Luton United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","51.537676996143 -0.43539348650458 Hillingdon United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","51.385624561278 -0.27475708221918 Kingston upon Thames United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","51.244043560789 -0.41413044270107 Surrey United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","51.549635084526 -1.7239293317456 Swindon United Kingdom Thamesdown "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","51.297157081019 -1.9429751138846 Wiltshire United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","50.68013100654 -1.2913509729901 Isle of Wight United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","50.815193377318 -1.0303344992169 Portsmouth United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","52.596286646522 -0.27336552556156 Peterborough United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","52.614431523276 -1.1220250900679 Leicester United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","52.644423854167 -0.65207312607142 Rutland United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","52.935323174146 -1.1696314049979 Nottingham United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","53.120527208409 -0.99449626373917 Nottinghamshire United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","51.549321816918 -0.055586622916852 Hackney United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","51.586397133835 -0.099865654827967 Haringey United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","51.594160395284 -0.3350042070299 Harrow United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","51.45167995957 -0.11007262889384 Lambeth United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","51.443437498259 -0.013810892973216 Lewisham United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","51.525458605106 0.044423918453997 Newham United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","51.471521468341 -0.067635537951174 Southwark United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","57.94456070388 -6.8349750881564 Eilean Siar United Kingdom Western Isles "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","55.144489740906 -6.2411601010753 Moyle United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","53.38794160422 -2.5514168998074 Warrington United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","52.09797139234 -2.7401464419615 Herefordshire United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","52.217546703773 -2.1640220519738 Worcestershire United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","53.011329381833 -2.1688807202701 Stoke-on-Trent United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","53.742147571547 -1.6794224089614 West Yorkshire United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","53.515821838258 -2.2813157099234 Manchester United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","53.476857627638 -1.3211109081761 South Yorkshire United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","51.220629150412 0.73447915063775 Kent United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","49.484517370061 -2.5316347067973 GGY- (Sark aggregation) Guernsey  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","36.129463670513 -5.3467003236193 GIB- (Gibraltar aggregation) Gibraltar  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","9.5381104977105 -13.682230861025 Conakry Guinea  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","16.208302985782 -61.529610148224 GLP- (Guadeloupe aggregation) France  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","38.619349293663 20.430088837851 Ionioi Nisoi Greece Ionian Islands ????a ??s??"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","38.65292378139 22.825025811959 Stereá Elláda Greece Greece Central ?e?t???? ????da"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","12.153372404399 -61.656682383414 GRD- (Grenada aggregation) Grenada  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","76.473645200989 -68.411620866241 Pituffik Greenland Thule Air Base "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","61.372773334851 -44.424367357804 Kommune Kujalleq Greenland Kujalleq "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","66.434249511898 -48.763503393718 Qeqqata Kommunia Greenland Qeqqata "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","77.843605311902 -34.86446114901 Nationalparken Greenland National Park "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","75.184998995736 -53.97021208065 Qaasuitsup Kommunia Greenland Qaasuitsup "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","14.637235716593 -90.492644215152 Guatemala Guatemala  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","13.443793017609 144.77193912035 GUM- (Guam aggregation) Guam  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","5.3823679493971 -58.280135364048 Upper Takutu-Upper Essequibo Guyana Upper Takutu-Upper Essequibo "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","6.4939781586166 -58.115203674308 East Berbice-Corentyne Guyana  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-53.088817025519 73.505210189014 HMD- (Heard I. and McDonald Is. aggregation) Heard Island and McDonald Islands  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","17.413357615656 -83.927954835751 HND- (Honduras aggregation) Honduras  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","14.332637458825 -88.210396536064 Intibucá Honduras  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","43.798579309224 16.026691474411 ibensko-Kninska Croatia ibenik "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","45.735204696676 16.988559023794 Bjelovarska-Bilogorska Croatia Bjelovar-Bilagora "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.088992429935 16.817371279555 Koprivnicko-Krievacka Croatia Koprivnica-Krievci "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.241207491294 16.31781895128 Varadinska Croatia Varadin Varasd "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","18.505504465969 -74.137245715842 Grand'Anse Haiti Grande-Asne Grande Anse "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","18.432060651489 -73.393719301603 Nippes Haiti  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","47.480152737308 19.104755872459 Budapest Hungary Budapeste "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","0.68684731666061 122.36353359291 Gorontalo Indonesia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-2.0077145654936 132.95098952196 Irian Jaya Barat Indonesia New Guinea Yos Sudarso or Frederick Hendrik Waigeo Supiori Biak Yapen Misool Salawati Batanta "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-7.9081076816523 110.45773333505 Yogyakarta Indonesia Jawa Daerah Istimewa Yogyakarta "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","30.743535013961 76.768379785175 Chandigarh India  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-12.186648674234 96.907705532146 Cocos (Keeling) Islands Indian Ocean Territories  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-12.168140635907 96.838122619995 Cocos (Keeling) Islands Indian Ocean Territories  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-10.492523352129 105.66252271264 Christmas Island Indian Ocean Territories  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-7.1443312195645 72.29881482308 IOT- (Br. Indian Ocean Ter. aggregation) British Indian Ocean Territory  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","53.911924258446 -6.4075949956807 Louth Ireland Lú "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","53.922575622951 -9.3810307938602 Mayo Ireland Maigh Eo "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","53.19056114437 -6.8113138171959 Kildare Ireland Cill Dara "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","54.921172532152 -7.90648322263 Donegal Ireland Dún na nGall Tyrconnel "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","53.714842465634 -7.7194799044507 Longford Ireland An Longfort "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","30.814477879632 50.734260057985 Kohgiluyeh and Buyer Ahmad Iran Bovir Ahmadi and Kohkiluyeh Boyer-Ahmad and Koh-Giluye Boyer Ahmad e Kohkiluyeh Boyer Ahmadi-ye Sardir va Kohkiluyeh Kohgil "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","31.945549782383 50.648960300076 Chahar Mahall and Bakhtiari Iran Bakhtiari Chaharmahal va Bakhtiyari Charmahal-Bakhtiyari "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","37.726700317185 45.257311949996 West Azarbaijan Iran Azarbayjan-e Bakhtari Azarbaijan-e Gharbi West Azarbayejan Azerbadjan e Gharbi "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","37.404340894293 57.03192740953 North Khorasan Iran Khorasan-e Shemali "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","27.804784959681 60.67089276653 Sistan and Baluchestan Iran Baluchestan va Sistan Seistan and Baluchistan Sistan e Baloutchistan "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","37.063015565824 43.139315443128 Dihok Iraq Dahuk D'hok "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","34.523812393664 43.641731657765 Sala ad-Din Iraq Salah ad-Din Salaheddin "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","33.297566997049 44.391116955478 Baghdad Iraq Bagd  Bagdad "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","65.58771322866 -22.318315519892 Reykhólahreppur Iceland  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","66.053785722039 -22.604937757347 Vestfirðir Iceland Western Fjords Western Peninsula "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","65.715712106223 -21.627441156247 Árneshreppur Iceland  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","65.591463646874 -23.686212132229 Vesturbyggð Iceland  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","65.894941331388 -23.43387595456 Ísafjarðarbær Iceland  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","64.25184924346 -16.172140528105 Sveitarfélagið Hornafjörður Iceland  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","65.222153767225 -15.344191946995 Austurland Iceland Eastland "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","64.934278798581 -14.376387925933 Austur-Hérað Iceland  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","65.275123782297 -19.816043653407 Norðurland vestra Iceland Northland West "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","65.504394248188 -19.143982139752 Akrahreppur Iceland  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","65.236706721298 -20.684252814519 Húnaþing vestra Iceland  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","66.044843945274 -16.015313208191 Kelduneshreppur Iceland  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","65.36520009331 -17.181151900461 Hálshreppur Iceland Norðurland eystra Northland East "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","64.357025055242 -20.120720399288 Biskupstungnahreppur Iceland  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","63.973571085888 -22.149469238747 Suðurnes Iceland Southern Peninsula "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","64.101003226604 -19.173107916138 Suðurland Iceland Southland South "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","63.955474922797 -18.107713693326 Mýrdalshreppur Iceland  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","65.165872977429 -21.765053770053 Bæjarhreppur Iceland  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","64.78344253957 -21.163326725832 Vesturland Iceland Westland West "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","64.891424349558 -22.867928715301 Eyja- og Miklaholtshreppur Iceland  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","33.010283353298 35.725250429281 Golan Israel  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","29.797380080767 35.319844790137 Aqaba Jordan Al `Aqabah "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","31.578282845731 36.342815297203 Amman Jordan Ama "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","30.342570551178 36.538750147977 Ma`an Jordan  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","25.799337203212 123.5824050246 JPN- (  remainder) Japan  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","34.48107855785 134.07451294812 JPN- (  minor island) Japan  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","45.978330138468 63.38389700318 Baykonur lease in Qyzylorda Baykonur Cosmodrome  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","35.391081981502 77.179952798404 KAS- (  aggregation) Siachen Glacier  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","45.104555425818 63.84054122734 Qyzylorda Kazakhstan Kyzyl-Orda Kzyl-Orda Kzyl-Ordinskaya Oblast' "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","11.488757813452 103.47608954292 Kaôh Kong Cambodia Koh Kong "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","12.165225721558 104.56715915247 Kâmpóng Chhnang Cambodia Kompong Chnang "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","11.562159051139 104.29324556314 Kâmpóng Sp Cambodia Kampong Speu Kompong Speu Kompong Spueu "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","11.550949121552 104.87023664043 Phnom Penh Cambodia Phnum Pénh "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","13.816759283801 105.00577733719 Preah Vihéar Cambodia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","13.78498641439 106.14495747205 Stng Trêng Cambodia Stung Treng Stueng Traeng Stung Treng "
